Filename, Line, Original, Translated, Modification score
R3\guide_9_conversation_J.txt,3,7000 feet.,we are at 7000 feet.,10
R3\guide_I24_conversation_E.txt,2,Does your family enjoy outdoor activities such as hiking?,does your family enjoy outdoor fun such as hiking?,10
R3\guide_I30_conversation_E.txt,1,There is one,well we have one,10
R3\guide_I36_conversation_A.txt,3,And do you want to do a brewery tour? A couple offer tours of their facilities.,do you want to do a brewery tour? a couple offer you tours of the facilities.,10
R3\guide_I36_conversation_J.txt,2,i would give a couple hours to each,well i'd give a couple hours each,10
R3\guide_I40_conversation_A.txt,5,Hops on Birch will book singer/songwriters to perform and has a great selection of beers.,hops on birch will book singer/songwriters to perform. it has a selection of beers.,10
R3\guide_I40_conversation_E.txt,5,Lots of iron in them.,there are lots of iron in them.,10
R2\guide_3_conversation_A.txt,1,What can I help you with today?,how can I help you today?,9
R3\guide_1_conversation_A.txt,1,Hello. What can I help you with?,hello. how can I help you?,9
R3\guide_11_conversation_A.txt,1,Hello. what can I help you with?,hello. how can I help you?,9
R3\guide_14_conversation_E.txt,4,The Museum of Northern Arizona is well known for its Native American cultural artifacts.,the museum of northern arizona is well known for its native american artifacts.,9
R3\guide_22_conversation_E.txt,4,I think it will be. It might clear up by evening and you can go back for the same price.,i think it will be. it might clear up later and you can go back for the same price.,9
R3\guide_3_conversation_A.txt,1,Hello. what can I help you with today?,hello. how can I help you today?,9
R3\guide_6_conversation_A.txt,1,Hello. What can I help you with?,hello. how can I help you?,9
R3\guide_7_conversation_E.txt,2,A big U shaped turn?,you mean a big u shaped turn?,9
R3\guide_9_conversation_A.txt,4,It is located on Heritage Square.,you'll locate it on heritage square.,9
R3\guide_I23_conversation_E.txt,2,Tell me a little more about your interests. Do  you enjoy craft beer?,alright tell me a little more about your interests. do you enjoy craft beer?,9
R3\guide_I28_conversation_A.txt,1,Hello. what can I help you with today?,hello. how can I help you today?,9
R3\guide_I30_conversation_A.txt,1,Hello. what can I help you with today?,hello. how can I help you today?,9
R3\guide_I31_conversation_A.txt,1,Hello. What can I help you with today?,hello. how can I help you today?,9
R3\guide_I36_conversation_A.txt,1,Hello. What can I help you with today?,hello. how can I help you today?,9
R3\guide_I37_conversation_A.txt,1,Hello. what can I help you with?,hello. how can I help you?,9
R3\guide_I38_conversation_A.txt,1,Hello. What can I help you with?,hello. how can I help you?,9
R3\guide_I39_conversation_A.txt,1,Hello. What can I help you with?,hello. how can I help you?,9
R3\guide_I41_conversation_A.txt,1,Hello. What can I help you with?,hello. how can I help you?,9
R3\guide_I41_conversation_J.txt,2,or you can fly out of Flagstaff instead and transfer in Phoenix.,or you can fly out of flagstaff instead and then you transfer in phoenix.,9
R3\guide_I42_conversation_A.txt,1,Hello. what can I help you with?,hello. how can I help you?,9
R2\guide_24_conversation_J.txt,2,What type of things do you like to do?,what things do you like to do?,8
R3\guide_11_conversation_A.txt,6,The only exception is the Desert View Watchtower which I highly recommend.,the only exception is the desert view watchtower which i highly suggest.,8
R3\guide_16_conversation_J.txt,1,That depends on who you ask! What type of food are you looking for?,that depends on who you ask! what food are you looking for?,8
R3\guide_20_conversation_E.txt,4,Grand Canyon Adventures has a good reputation.,i think grand canyon adventures has a good reputation.,8
R3\guide_5_conversation_A.txt,1,Hello. What kind of tours are you interested in doing?,hello. what tours are you interested in doing?,8
R3\guide_I35_conversation_A.txt,1,Hello. What kind of restaurants are you both interested in?,hello. what restaurants are you both interested in?,8
R3\guide_I35_conversation_J.txt,2,It was founded in 1882.,i think it was founded in 1882.,8
R3\guide_I39_conversation_J.txt,1,What type of Places are you looking for Attractions restaurants etc?,what places are you looking for attractions restaurants etc?,8
R3\guide_I42_conversation_J.txt,1,yes there are two Grand Canyon International Hostel and motel DeBeau,yes we have two: grand canyon international hostel and motel dubeau,8
R2\guide_2_conversation_A.txt,4,Yes there's The Garden Thrift just south of the tracks on Beaver Street/Phoenix Ave.,yes we have the garden thrift just south of the tracks on beaver street/phoenix ave.,7
R2\guide_24_conversation_J.txt,1,Flagstaff was established in 1882 so it is 137 years old.,well flagstaff was established in 1882 so it's 137 years old.,7
R3\guide_12_conversation_J.txt,2,Yeah there is a kids course for smaller kids or they must be able to reach the middle of their palms to a height of 5’11″ (180 cm) while keeping their feet flat on the ground to do the adult course.,yeah there's a kids course for smaller ones or they must be able to reach the middle of their palms to a height of 5’11″ (180 cm) while keeping the feet flat on the ground to do the adult course.,7
R3\guide_I40_conversation_A.txt,9,"You can check flagstaff365.com and Flag Live's ""Pulse"" section which is more centered around music events.","you can check flagstaff365.com or flag live's ""pulse"" section that is more centered around music events.",7
R3\guide_4_conversation_E.txt,3,If you want to purchase a cabin the closest realtor is da Vinci at 111 E Aspen Ave #3,do you want to purchase a cabin? the closest realtor is da vinci 111 e aspen ave #3,6
R3\guide_I25_conversation_J.txt,3,They are locally owned and Are local favorites,those are locally owned and our local favorites,6
R3\guide_I31_conversation_A.txt,2,What are you interested in? History museums outdoors shopping monuments etc?,what are your interests? history museums outdoors shopping monuments etc?,6
R3\guide_I34_conversation_A.txt,3,Okay in total you're looking at about 3 hours of driving,okay in total you're looking at 3 hours of driving,6
R3\guide_I37_conversation_A.txt,4,The Lenox Crater trail is about 1.5-2 hours round trip.,the lenox crater trail is 1.5-2 hours round trip.,6
R2\guide_1_conversation_A.txt,4,Not a problem! Is there anything else that I can help you with today?,not a problem! is there anything else that i can help you today?,5
R2\guide_16_conversation_J.txt,2,The main industry in Flagstaff is Tourism yes you can reach downtown by foot just head to the light on the East side of the train station and across the street at San Francisco St and you will be in the downtown.,the main industry in flagstaff is tourism yes you can reach downtown by foot just head to the light on the east of the train station and across the street at san francisco st and you will be in the downtown.,5
R3\guide_2_conversation_A.txt,3,Not a problem. Can I help you with anything else?,not a problem. can i help you anything else?,5
R3\guide_4_conversation_J.txt,3,You must go to Williams but you can take Arizona Shuttle to get there if you need transportation.,well you must go to williams but you can take arizona shuttle to get there if you need transportation.,5
R3\guide_I29_conversation_A.txt,5,Okay perfect. Is there anything else I can help you with?,okay perfect. is there anything else i can help you?,5
R3\guide_I33_conversation_A.txt,2,"We're getting into the slower season but ""slow"" for the Grand Canyon can still mean thousands of visitors in one day.","we're getting into the slower season but ""slow"" for the grand canyon still means thousands of visitors in one day.",5
R3\guide_I34_conversation_E.txt,3,Cameron Trading Post Restaurant,it's cameron trading post restaurant,5
R3\guide_I37_conversation_E.txt,2,How can I help/,how can i help you?,5
R3\guide_I43_conversation_A.txt,3,You can also get some Mexican food at Charly's Pub and Grill in the Weatherford Hotel.,you can get some mexican food at charly's pub and grill in the weatherford hotel.,5
R3\guide_I44_conversation_A.txt,2,You would need to drive or take a taxi to Williams or you can take the Arizona Shuttle there.,you'd need to drive or take a taxi to williams or you can take the arizona shuttle there.,5
R2\guide_7_conversation_E.txt,3,I do not have that information specifically but hopefully the attached link will help. <link>,i do not have that information specifically but hopefully the attached link will help you. <link>,4
R2\guide_9_conversation_E.txt,1,Hello. How can I help?,hello. how can i help you?,4
R3\guide_14_conversation_E.txt,2,How can I help?,how can i help you?,4
R3\guide_15_conversation_A.txt,3,Red rocks are pretty common in Northern Arizona and even up into Utah.,red rocks are pretty common in northern arizona even up into utah.,4
R3\guide_2_conversation_A.txt,4,It's a 4.5 hour drive from Flagstaff but only 2 hours from Page. Sedona is 45 minutes south of Flagstaff.,it's a 4.5 hour drive from flagstaff only 2 hours from page. sedona is 45 minutes south of flagstaff.,4
R3\guide_2_conversation_E.txt,2,How can I help?,how can i help you?,4
R3\guide_20_conversation_E.txt,2,How can I help?,how can i help you?,4
R3\guide_21_conversation_E.txt,2,How can I help?,how can i help you?,4
R3\guide_5_conversation_E.txt,2,How can I help?,how can i help you?,4
R3\guide_9_conversation_E.txt,2,How can I help?,how can i help you?,4
R3\guide_I23_conversation_E.txt,1,How can I help?,how can i help you?,4
R3\guide_I24_conversation_E.txt,5,The tours are usually an hour and they have several throughout the day and evening.,the tours are usually an hour and there are several throughout the day and evening.,4
R3\guide_I25_conversation_E.txt,2,How can I help?,how can i help you?,4
R3\guide_I28_conversation_E.txt,2,How can I help?,how can i help you?,4
R3\guide_I33_conversation_E.txt,2,How can I help?,how can i help you?,4
R3\guide_I35_conversation_E.txt,4,You should do okay and it's quite an experience.,you should do okay. it's quite an experience.,4
R3\guide_I36_conversation_E.txt,3,Brix is on N. San Francisco at the top of the hill on the left.,brix is on n. san francisco at the top of the hill on your left.,4
R3\guide_I38_conversation_E.txt,2,How can I help?,how can i help you?,4
R3\guide_I40_conversation_A.txt,8,They're all open on weekdays it just depends if they have anything booked.,they're all open on weekdays it just depends if there are anything booked.,4
R3\guide_I40_conversation_E.txt,2,How can I help?,how can i help you?,4
R2\guide_13_conversation_J.txt,3,you are welcome,you're welcome,2
R2\guide_14_conversation_J.txt,5,You are welcome,you're welcome,2
R2\guide_15_conversation_J.txt,8,you are welcome,you're welcome,2
R2\guide_16_conversation_J.txt,1,You are in the center of the historic downtown just across Route 66 is the main area.,you're in the center of the historic downtown just across route 66 is the main area.,2
R2\guide_17_conversation_J.txt,3,you are welcome,you're welcome,2
R2\guide_19_conversation_J.txt,4,you are welcome.,you're welcome.,2
R2\guide_20_conversation_J.txt,2,You are welcome,you're welcome,2
R2\guide_21_conversation_J.txt,7,you are welcome,you're welcome,2
R2\guide_22_conversation_J.txt,3,you are welcome,you're welcome,2
R2\guide_24_conversation_J.txt,4,you are welcome,you're welcome,2
R3\guide_1_conversation_J.txt,4,you are welcome,you're welcome,2
R3\guide_12_conversation_J.txt,3,you are welcome,you're welcome,2
R3\guide_14_conversation_A.txt,3,"Okay I found it. ""they must be able to reach the middle of their palms to a height of 5’11″ (180 cm) while keeping their feet flat on the ground. ""","okay i found it. ""they must be able to reach the middle of their palms to a height of 5’11″ (180 cm) while keeping the feet flat on the ground. """,2
R3\guide_15_conversation_J.txt,2,you are welcome,you're welcome,2
R3\guide_16_conversation_J.txt,5,you are welcome,you're welcome,2
R3\guide_18_conversation_J.txt,4,you are welcome,you're welcome,2
R3\guide_19_conversation_J.txt,5,you are welcome,you're welcome,2
R3\guide_20_conversation_J.txt,3,you are welcome,you're welcome,2
R3\guide_22_conversation_J.txt,2,you are welcome,you're welcome,2
R3\guide_7_conversation_E.txt,5,That is Horseshoe Bend in Page AZ. It's about 2 hours from Flagstaff on 89 N.,that's horseshoe bend in page az. it's about 2 hours from flagstaff on 89 n.,2
R3\guide_8_conversation_J.txt,4,you are welcome,you're welcome,2
R3\guide_I23_conversation_J.txt,4,you are welcome.,you're welcome.,2
R3\guide_I25_conversation_J.txt,4,you are welcome,you're welcome,2
R3\guide_I28_conversation_J.txt,4,you are welcome,you're welcome,2
R3\guide_I29_conversation_J.txt,3,you are welcome,you're welcome,2
R3\guide_I31_conversation_J.txt,3,you are welcome,you're welcome,2
R3\guide_I32_conversation_J.txt,3,you are welcome,you're welcome,2
R3\guide_I33_conversation_J.txt,2,you are welcome,you're welcome,2
R3\guide_I34_conversation_J.txt,3,you are welcome,you're welcome,2
R3\guide_I36_conversation_J.txt,3,you are welcome,you're welcome,2
R3\guide_I37_conversation_J.txt,4,you are welcome,you're welcome,2
R3\guide_I37_conversation_J.txt,3,For outfitters you have Arizona Raft Adventures Colorado River Discovery Canyoeers Oars and Moenkopi river works to name a few.,for outfitters you'd have arizona raft adventures colorado river discovery canyoeers oars and moenkopi river works to name a few.,2
R3\guide_I39_conversation_J.txt,4,you are welcome,you're welcome,2
