Target Style, Filename, Line Number, Original Sentence, Modified Sentence, Feature replaced, Feature attributed
DailyDialog,R3\guide_8_conversation_A.txt,3,The guide gives highlights and the main attractions for the area.,the guide gives you highlights and the main attractions.,attractions for the area,attractions
DailyDialog,R3\guide_8_conversation_A.txt,2,"There is a 5-Day Explore Flagstaff guide available. If you want to pick up a physical copy you can get one at the Flagstaff Visitor Center. You can also download a PDF version from the flagstaffarizona.org website. You just need to google ""explore flagstaff itinerary planning guide"" and it will pop up as one of the first options.","we have a 5-day explore flagstaff guide available. to pick up a physical copy you can get one at our visitor center. you can download a pdf version from the flagstaffarizona.org website. you just need to google ""explore flagstaff itinerary planning guide"" and it will pop up as one of the first results you get.",one at the flagstaff visitor center.,one at our visitor center.
DailyDialog,R3\guide_8_conversation_A.txt,3,The guide gives highlights and the main attractions for the area.,the guide gives you highlights and the main attractions.,gives h,gives you h
DailyDialog,R3\guide_8_conversation_A.txt,2,"There is a 5-Day Explore Flagstaff guide available. If you want to pick up a physical copy you can get one at the Flagstaff Visitor Center. You can also download a PDF version from the flagstaffarizona.org website. You just need to google ""explore flagstaff itinerary planning guide"" and it will pop up as one of the first options.","we have a 5-day explore flagstaff guide available. to pick up a physical copy you can get one at our visitor center. you can download a pdf version from the flagstaffarizona.org website. you just need to google ""explore flagstaff itinerary planning guide"" and it will pop up as one of the first results you get.",there's a 5-day,we have a 5-day
DailyDialog,R3\guide_8_conversation_A.txt,2,"There is a 5-Day Explore Flagstaff guide available. If you want to pick up a physical copy you can get one at the Flagstaff Visitor Center. You can also download a PDF version from the flagstaffarizona.org website. You just need to google ""explore flagstaff itinerary planning guide"" and it will pop up as one of the first options.","we have a 5-day explore flagstaff guide available. to pick up a physical copy you can get one at our visitor center. you can download a pdf version from the flagstaffarizona.org website. you just need to google ""explore flagstaff itinerary planning guide"" and it will pop up as one of the first results you get.",if you want to,to
DailyDialog,R3\guide_8_conversation_A.txt,2,"There is a 5-Day Explore Flagstaff guide available. If you want to pick up a physical copy you can get one at the Flagstaff Visitor Center. You can also download a PDF version from the flagstaffarizona.org website. You just need to google ""explore flagstaff itinerary planning guide"" and it will pop up as one of the first options.","we have a 5-day explore flagstaff guide available. to pick up a physical copy you can get one at our visitor center. you can download a pdf version from the flagstaffarizona.org website. you just need to google ""explore flagstaff itinerary planning guide"" and it will pop up as one of the first results you get.",the first options,the first results you get
DailyDialog,R3\guide_8_conversation_A.txt,2,"There is a 5-Day Explore Flagstaff guide available. If you want to pick up a physical copy you can get one at the Flagstaff Visitor Center. You can also download a PDF version from the flagstaffarizona.org website. You just need to google ""explore flagstaff itinerary planning guide"" and it will pop up as one of the first options.","we have a 5-day explore flagstaff guide available. to pick up a physical copy you can get one at our visitor center. you can download a pdf version from the flagstaffarizona.org website. you just need to google ""explore flagstaff itinerary planning guide"" and it will pop up as one of the first results you get.",can also,can
DailyDialog,R3\guide_8_conversation_E.txt,4,I am not able to find this exact information. We do receive visitors year round for winter/ spring/ summer/ and autumn activities.,i'm not able to find this number. we do receive visitors year round for all seasons fun.,i am ,i'm 
DailyDialog,R3\guide_8_conversation_E.txt,4,I am not able to find this exact information. We do receive visitors year round for winter/ spring/ summer/ and autumn activities.,i'm not able to find this number. we do receive visitors year round for all seasons fun.,exact ,
DailyDialog,R3\guide_8_conversation_E.txt,4,I am not able to find this exact information. We do receive visitors year round for winter/ spring/ summer/ and autumn activities.,i'm not able to find this number. we do receive visitors year round for all seasons fun.,winter/ spring/ summer/ and autumn,all seasons
DailyDialog,R3\guide_8_conversation_E.txt,3,About 70000.,our city has about 70000 residents,"about 70,000.","our city has about 70,000 residents"
DailyDialog,R3\guide_8_conversation_E.txt,4,I am not able to find this exact information. We do receive visitors year round for winter/ spring/ summer/ and autumn activities.,i'm not able to find this number. we do receive visitors year round for all seasons fun.,seasons activities,seasons fun
DailyDialog,R3\guide_8_conversation_E.txt,4,I am not able to find this exact information. We do receive visitors year round for winter/ spring/ summer/ and autumn activities.,i'm not able to find this number. we do receive visitors year round for all seasons fun.,find this information,find this number
DailyDialog,R3\guide_8_conversation_J.txt,4,you are welcome,you're welcome,you are ,you're 
DailyDialog,R3\guide_8_conversation_J.txt,2,The only tent only campgrounds in Northern Arizona is Manzinita Campground in Oak Creek Canyon between here and Sedona but there are some great National Forest campgrounds up here as well that would allow RVs just no hookups,well the only tent only campgrounds in northern arizona is manzinita campground in oak creek canyon between here and sedona but we have some national forest campgrounds up here as well that would allow rvs just don't allow hookups,great national,national
DailyDialog,R3\guide_8_conversation_J.txt,2,The only tent only campgrounds in Northern Arizona is Manzinita Campground in Oak Creek Canyon between here and Sedona but there are some great National Forest campgrounds up here as well that would allow RVs just no hookups,well the only tent only campgrounds in northern arizona is manzinita campground in oak creek canyon between here and sedona but we have some national forest campgrounds up here as well that would allow rvs just don't allow hookups,the only te,well the only te
DailyDialog,R3\guide_8_conversation_J.txt,2,The only tent only campgrounds in Northern Arizona is Manzinita Campground in Oak Creek Canyon between here and Sedona but there are some great National Forest campgrounds up here as well that would allow RVs just no hookups,well the only tent only campgrounds in northern arizona is manzinita campground in oak creek canyon between here and sedona but we have some national forest campgrounds up here as well that would allow rvs just don't allow hookups,there are some,we have some
DailyDialog,R3\guide_8_conversation_J.txt,2,The only tent only campgrounds in Northern Arizona is Manzinita Campground in Oak Creek Canyon between here and Sedona but there are some great National Forest campgrounds up here as well that would allow RVs just no hookups,well the only tent only campgrounds in northern arizona is manzinita campground in oak creek canyon between here and sedona but we have some national forest campgrounds up here as well that would allow rvs just don't allow hookups,just no ,just don't allow 
DailyDialog,R3\guide_8_conversation_J.txt,3,Bonito Campground near Sunset Crater is nice and so is Canyon Vista Campground on lake Mary Rd.,i think bonito campground near sunset crater is really nice and so is canyon vista campground on lake mary rd.,bonito campground near,i think bonito campground near
DailyDialog,R3\guide_8_conversation_J.txt,3,Bonito Campground near Sunset Crater is nice and so is Canyon Vista Campground on lake Mary Rd.,i think bonito campground near sunset crater is really nice and so is canyon vista campground on lake mary rd.,crater is nice,crater is really nice
DailyDialog,R3\guide_9_conversation_A.txt,2,The Visitor Center has 30 minute free parking on the West lot and it is monitored. You can park on the East side of the building for $1/hour and there is a kiosk to pay for your parking on the sidewalk close to the building and lot.,the visitor center has 30 minute free parking on the west lot it's monitored. you can park on the east side of the building  you'll pay $1/hour and there's a kiosk to pay for your parking on the sidewalk close to the building and lot.,there is ,there's 
DailyDialog,R3\guide_9_conversation_A.txt,2,The Visitor Center has 30 minute free parking on the West lot and it is monitored. You can park on the East side of the building for $1/hour and there is a kiosk to pay for your parking on the sidewalk close to the building and lot.,the visitor center has 30 minute free parking on the west lot it's monitored. you can park on the east side of the building  you'll pay $1/hour and there's a kiosk to pay for your parking on the sidewalk close to the building and lot.,it is ,it's 
DailyDialog,R3\guide_9_conversation_A.txt,4,It is located on Heritage Square.,you'll locate it on heritage square.,it is ,it's 
DailyDialog,R3\guide_9_conversation_A.txt,3,The Old Town Shops is a small indoor shopping mall just two blocks away from the Visitor Center and they have good public restrooms.,the old town shops is a small indoor shopping mall just two blocks away from the visitor center they have restrooms that i think are good..,public ,
DailyDialog,R3\guide_9_conversation_A.txt,3,The Old Town Shops is a small indoor shopping mall just two blocks away from the Visitor Center and they have good public restrooms.,the old town shops is a small indoor shopping mall just two blocks away from the visitor center they have restrooms that i think are good..,good restrooms,restrooms that are good
DailyDialog,R3\guide_9_conversation_A.txt,2,The Visitor Center has 30 minute free parking on the West lot and it is monitored. You can park on the East side of the building for $1/hour and there is a kiosk to pay for your parking on the sidewalk close to the building and lot.,the visitor center has 30 minute free parking on the west lot it's monitored. you can park on the east side of the building  you'll pay $1/hour and there's a kiosk to pay for your parking on the sidewalk close to the building and lot.,for $1/hour,", you'll pay $1/hour"
DailyDialog,R3\guide_9_conversation_A.txt,2,The Visitor Center has 30 minute free parking on the West lot and it is monitored. You can park on the East side of the building for $1/hour and there is a kiosk to pay for your parking on the sidewalk close to the building and lot.,the visitor center has 30 minute free parking on the west lot it's monitored. you can park on the east side of the building  you'll pay $1/hour and there's a kiosk to pay for your parking on the sidewalk close to the building and lot.,", and it's",", it's"
DailyDialog,R3\guide_9_conversation_A.txt,3,The Old Town Shops is a small indoor shopping mall just two blocks away from the Visitor Center and they have good public restrooms.,the old town shops is a small indoor shopping mall just two blocks away from the visitor center they have restrooms that i think are good.., and they have,", they have"
DailyDialog,R3\guide_9_conversation_A.txt,3,The Old Town Shops is a small indoor shopping mall just two blocks away from the Visitor Center and they have good public restrooms.,the old town shops is a small indoor shopping mall just two blocks away from the visitor center they have restrooms that i think are good..,that are good,that i think are good.
DailyDialog,R3\guide_9_conversation_A.txt,4,It is located on Heritage Square.,you'll locate it on heritage square.,it's located on,you'll locate it on
DailyDialog,R3\guide_9_conversation_E.txt,2,How can I help?,how can i help you?,help?,help you?
DailyDialog,R3\guide_9_conversation_E.txt,3,Sugar Mama's is very popular - 2612 N Steves Blvd Flagstaff AZ 86004,i guess sugar mama's is very popular - it is on 2612 n steves blvd flagstaff az 86004,sugar mama's,i guess sugar mama's
DailyDialog,R3\guide_9_conversation_E.txt,3,Sugar Mama's is very popular - 2612 N Steves Blvd Flagstaff AZ 86004,i guess sugar mama's is very popular - it is on 2612 n steves blvd flagstaff az 86004,2612,it is on 2612
DailyDialog,R3\guide_9_conversation_J.txt,2,Flagstaff is known for discovering Pluto and training for the Apollo Missions and being the city to stay in when visiting Grand Canyon.,flagstaff is known for discovering pluto and training for the apollo missions and being the city to stay when you visit grand canyon.,to stay in,to stay
DailyDialog,R3\guide_9_conversation_J.txt,3,7000 feet.,we are at 7000 feet.,7000 feet.,we are at 7000 feet.
DailyDialog,R3\guide_9_conversation_J.txt,2,Flagstaff is known for discovering Pluto and training for the Apollo Missions and being the city to stay in when visiting Grand Canyon.,flagstaff is known for discovering pluto and training for the apollo missions and being the city to stay when you visit grand canyon.,when visiting,when you visit
DailyDialog,R3\guide_9_conversation_J.txt,1,Hello..,hello. how can i help you today?,hello..,hello. how can i help you today?
DailyDialog,R3\guide_I23_conversation_E.txt,4,Also there is a musical performance starting at 6 pm at the Museum of Northern Arizona this evening.,also we'll have live music starting at 6 pm at the museum of northern arizona later this evening.,there is ,there's 
DailyDialog,R3\guide_I23_conversation_E.txt,5,I am not sure - it is a male and female performer probably singer-songwriter combo. The downtown area is safe to walk around. Most breweries close on the earlier side anyway (before midnight),i'm not sure - it's a male and female performer probably singer-songwriter combo. downtown is safe to walk around. i believe most breweries close on the earlier side anyway (before midnight),i am ,i'm 
DailyDialog,R3\guide_I23_conversation_E.txt,5,I am not sure - it is a male and female performer probably singer-songwriter combo. The downtown area is safe to walk around. Most breweries close on the earlier side anyway (before midnight),i'm not sure - it's a male and female performer probably singer-songwriter combo. downtown is safe to walk around. i believe most breweries close on the earlier side anyway (before midnight),it is ,it's 
DailyDialog,R3\guide_I23_conversation_E.txt,6,It is about 2 miles from the Visitor's Center on Ft. Valley Rd. At Humphreys St. you will see signs to for the Museum of Northern Arizona,it's about 2 miles from the visitor center on ft. valley rd. at humphreys st. you will see signs of northern arizona,it is ,it's 
DailyDialog,R3\guide_I23_conversation_E.txt,3,I would recommend getting the Ale Trail sheet from the Visitor's Center. It shows the 9 craft breweries most in walking distance of downtown. If you get stamps from all (no purchase necessary) you get a free souvenir glass.,i'd suggest that you get the ale trail sheet we have at the visitor center that shows you the 9 breweries most nearby downtown. when you get stamps from all (you don't need to purchase anything) you get a souvenir glass.,i would,i'd
DailyDialog,R3\guide_I23_conversation_E.txt,3,I would recommend getting the Ale Trail sheet from the Visitor's Center. It shows the 9 craft breweries most in walking distance of downtown. If you get stamps from all (no purchase necessary) you get a free souvenir glass.,i'd suggest that you get the ale trail sheet we have at the visitor center that shows you the 9 breweries most nearby downtown. when you get stamps from all (you don't need to purchase anything) you get a souvenir glass.,free souvenir,souvenir
DailyDialog,R3\guide_I23_conversation_E.txt,6,It is about 2 miles from the Visitor's Center on Ft. Valley Rd. At Humphreys St. you will see signs to for the Museum of Northern Arizona,it's about 2 miles from the visitor center on ft. valley rd. at humphreys st. you will see signs of northern arizona,to for,to
DailyDialog,R3\guide_I23_conversation_E.txt,6,It is about 2 miles from the Visitor's Center on Ft. Valley Rd. At Humphreys St. you will see signs to for the Museum of Northern Arizona,it's about 2 miles from the visitor center on ft. valley rd. at humphreys st. you will see signs of northern arizona,to the museum,
DailyDialog,R3\guide_I23_conversation_E.txt,5,I am not sure - it is a male and female performer probably singer-songwriter combo. The downtown area is safe to walk around. Most breweries close on the earlier side anyway (before midnight),i'm not sure - it's a male and female performer probably singer-songwriter combo. downtown is safe to walk around. i believe most breweries close on the earlier side anyway (before midnight),the downtown area,downtown
DailyDialog,R3\guide_I23_conversation_E.txt,3,I would recommend getting the Ale Trail sheet from the Visitor's Center. It shows the 9 craft breweries most in walking distance of downtown. If you get stamps from all (no purchase necessary) you get a free souvenir glass.,i'd suggest that you get the ale trail sheet we have at the visitor center that shows you the 9 breweries most nearby downtown. when you get stamps from all (you don't need to purchase anything) you get a souvenir glass.,craft breweries,breweries
DailyDialog,R3\guide_I23_conversation_E.txt,3,I would recommend getting the Ale Trail sheet from the Visitor's Center. It shows the 9 craft breweries most in walking distance of downtown. If you get stamps from all (no purchase necessary) you get a free souvenir glass.,i'd suggest that you get the ale trail sheet we have at the visitor center that shows you the 9 breweries most nearby downtown. when you get stamps from all (you don't need to purchase anything) you get a souvenir glass.,no purchase necessary,you don't need to purchase anything
DailyDialog,R3\guide_I23_conversation_E.txt,1,How can I help?,how can i help you?,help?,help you?
DailyDialog,R3\guide_I23_conversation_E.txt,2,Tell me a little more about your interests. Do  you enjoy craft beer?,alright tell me a little more about your interests. do you enjoy craft beer?,tell me a l,"alright, tell me a l"
DailyDialog,R3\guide_I23_conversation_E.txt,4,Also there is a musical performance starting at 6 pm at the Museum of Northern Arizona this evening.,also we'll have live music starting at 6 pm at the museum of northern arizona later this evening.,there's a musical performance,we'll have live music
DailyDialog,R3\guide_I23_conversation_E.txt,3,I would recommend getting the Ale Trail sheet from the Visitor's Center. It shows the 9 craft breweries most in walking distance of downtown. If you get stamps from all (no purchase necessary) you get a free souvenir glass.,i'd suggest that you get the ale trail sheet we have at the visitor center that shows you the 9 breweries most nearby downtown. when you get stamps from all (you don't need to purchase anything) you get a souvenir glass.,trail sheet from the visitor's center,trail sheet we have at the visitor center
DailyDialog,R3\guide_I23_conversation_E.txt,3,I would recommend getting the Ale Trail sheet from the Visitor's Center. It shows the 9 craft breweries most in walking distance of downtown. If you get stamps from all (no purchase necessary) you get a free souvenir glass.,i'd suggest that you get the ale trail sheet we have at the visitor center that shows you the 9 breweries most nearby downtown. when you get stamps from all (you don't need to purchase anything) you get a souvenir glass.,if you get stamps,when you get stamps
DailyDialog,R3\guide_I23_conversation_E.txt,3,I would recommend getting the Ale Trail sheet from the Visitor's Center. It shows the 9 craft breweries most in walking distance of downtown. If you get stamps from all (no purchase necessary) you get a free souvenir glass.,i'd suggest that you get the ale trail sheet we have at the visitor center that shows you the 9 breweries most nearby downtown. when you get stamps from all (you don't need to purchase anything) you get a souvenir glass.,. it shows, that shows you
DailyDialog,R3\guide_I23_conversation_E.txt,3,I would recommend getting the Ale Trail sheet from the Visitor's Center. It shows the 9 craft breweries most in walking distance of downtown. If you get stamps from all (no purchase necessary) you get a free souvenir glass.,i'd suggest that you get the ale trail sheet we have at the visitor center that shows you the 9 breweries most nearby downtown. when you get stamps from all (you don't need to purchase anything) you get a souvenir glass.,in walking distance of,nearby
DailyDialog,R3\guide_I23_conversation_E.txt,4,Also there is a musical performance starting at 6 pm at the Museum of Northern Arizona this evening.,also we'll have live music starting at 6 pm at the museum of northern arizona later this evening.,arizona this evening,arizona later this evening
DailyDialog,R3\guide_I23_conversation_E.txt,3,I would recommend getting the Ale Trail sheet from the Visitor's Center. It shows the 9 craft breweries most in walking distance of downtown. If you get stamps from all (no purchase necessary) you get a free souvenir glass.,i'd suggest that you get the ale trail sheet we have at the visitor center that shows you the 9 breweries most nearby downtown. when you get stamps from all (you don't need to purchase anything) you get a souvenir glass.,'d recommend,'d suggest
DailyDialog,R3\guide_I23_conversation_E.txt,3,I would recommend getting the Ale Trail sheet from the Visitor's Center. It shows the 9 craft breweries most in walking distance of downtown. If you get stamps from all (no purchase necessary) you get a free souvenir glass.,i'd suggest that you get the ale trail sheet we have at the visitor center that shows you the 9 breweries most nearby downtown. when you get stamps from all (you don't need to purchase anything) you get a souvenir glass.,suggest getting,suggest that you get
DailyDialog,R3\guide_I23_conversation_E.txt,5,I am not sure - it is a male and female performer probably singer-songwriter combo. The downtown area is safe to walk around. Most breweries close on the earlier side anyway (before midnight),i'm not sure - it's a male and female performer probably singer-songwriter combo. downtown is safe to walk around. i believe most breweries close on the earlier side anyway (before midnight),most brewer,i believe most brewer
DailyDialog,R3\guide_I23_conversation_E.txt,6,It is about 2 miles from the Visitor's Center on Ft. Valley Rd. At Humphreys St. you will see signs to for the Museum of Northern Arizona,it's about 2 miles from the visitor center on ft. valley rd. at humphreys st. you will see signs of northern arizona,visitor's center,visitor center
DailyDialog,R3\guide_I23_conversation_E.txt,2,Tell me a little more about your interests. Do  you enjoy craft beer?,alright tell me a little more about your interests. do you enjoy craft beer?,  , 
DailyDialog,R3\guide_I23_conversation_E.txt,6,It is about 2 miles from the Visitor's Center on Ft. Valley Rd. At Humphreys St. you will see signs to for the Museum of Northern Arizona,it's about 2 miles from the visitor center on ft. valley rd. at humphreys st. you will see signs of northern arizona,  , 
DailyDialog,R3\guide_I23_conversation_J.txt,2,There are shuttles between the locations. Arizona Shuttle goes to Grand Canyon and Sedona and there is a shuttle called National Park Express that goes to Page where you can get a tour of Antelope Canyon or there are guided tours from Flagstaff by Grand Canyon Adventures. Also For Sedona there is Inspire Shuttle,we do have shuttles between these locations. arizona shuttle goes to grand canyon and sedona and we have the national park express that goes to page where you can get a tour of antelope canyon or we have guided tours from flagstaff by grand canyon adventures. i heard that inspire shuttle also does sedona,there is ,there's 
DailyDialog,R3\guide_I23_conversation_J.txt,4,you are welcome.,you're welcome.,you are ,you're 
DailyDialog,R3\guide_I23_conversation_J.txt,3,Arizona Shuttle is $32 each way plus park entry for Grand Canyon and $45 each way for Sedona. Sedona Inspire is $60 each way. Not sure what the pricing is for National Park Express,arizona shuttle is $32 each way for grand canyon you must also pay the park entry and sedona is $45 each way. sedona inspire is $60 each way. i'm not sure how much you'd pay for the national park express,$45 each way for sedona,sedona is $45 each way
DailyDialog,R3\guide_I23_conversation_J.txt,2,There are shuttles between the locations. Arizona Shuttle goes to Grand Canyon and Sedona and there is a shuttle called National Park Express that goes to Page where you can get a tour of Antelope Canyon or there are guided tours from Flagstaff by Grand Canyon Adventures. Also For Sedona there is Inspire Shuttle,we do have shuttles between these locations. arizona shuttle goes to grand canyon and sedona and we have the national park express that goes to page where you can get a tour of antelope canyon or we have guided tours from flagstaff by grand canyon adventures. i heard that inspire shuttle also does sedona,also for sedona there's inspire shuttle,i heard that inspire shuttle also does sedona
DailyDialog,R3\guide_I23_conversation_J.txt,3,Arizona Shuttle is $32 each way plus park entry for Grand Canyon and $45 each way for Sedona. Sedona Inspire is $60 each way. Not sure what the pricing is for National Park Express,arizona shuttle is $32 each way for grand canyon you must also pay the park entry and sedona is $45 each way. sedona inspire is $60 each way. i'm not sure how much you'd pay for the national park express,not sure what the pricing is for national park express,i'm not sure how much you'd pay for the national park express
DailyDialog,R3\guide_I23_conversation_J.txt,2,There are shuttles between the locations. Arizona Shuttle goes to Grand Canyon and Sedona and there is a shuttle called National Park Express that goes to Page where you can get a tour of Antelope Canyon or there are guided tours from Flagstaff by Grand Canyon Adventures. Also For Sedona there is Inspire Shuttle,we do have shuttles between these locations. arizona shuttle goes to grand canyon and sedona and we have the national park express that goes to page where you can get a tour of antelope canyon or we have guided tours from flagstaff by grand canyon adventures. i heard that inspire shuttle also does sedona,or there are,or we have
DailyDialog,R3\guide_I23_conversation_J.txt,2,There are shuttles between the locations. Arizona Shuttle goes to Grand Canyon and Sedona and there is a shuttle called National Park Express that goes to Page where you can get a tour of Antelope Canyon or there are guided tours from Flagstaff by Grand Canyon Adventures. Also For Sedona there is Inspire Shuttle,we do have shuttles between these locations. arizona shuttle goes to grand canyon and sedona and we have the national park express that goes to page where you can get a tour of antelope canyon or we have guided tours from flagstaff by grand canyon adventures. i heard that inspire shuttle also does sedona,there are shuttles,we do have shuttles
DailyDialog,R3\guide_I23_conversation_J.txt,3,Arizona Shuttle is $32 each way plus park entry for Grand Canyon and $45 each way for Sedona. Sedona Inspire is $60 each way. Not sure what the pricing is for National Park Express,arizona shuttle is $32 each way for grand canyon you must also pay the park entry and sedona is $45 each way. sedona inspire is $60 each way. i'm not sure how much you'd pay for the national park express,way plus park entry for grand canyon,"way for grand canyon, you must also pay the park entry,"
DailyDialog,R3\guide_I23_conversation_J.txt,2,There are shuttles between the locations. Arizona Shuttle goes to Grand Canyon and Sedona and there is a shuttle called National Park Express that goes to Page where you can get a tour of Antelope Canyon or there are guided tours from Flagstaff by Grand Canyon Adventures. Also For Sedona there is Inspire Shuttle,we do have shuttles between these locations. arizona shuttle goes to grand canyon and sedona and we have the national park express that goes to page where you can get a tour of antelope canyon or we have guided tours from flagstaff by grand canyon adventures. i heard that inspire shuttle also does sedona,there's a shuttle called national park express that goes,we have the national park express that goes
DailyDialog,R3\guide_I23_conversation_J.txt,1,Hello..,hello. how can i help you today?,hello..,hello. how can i help you today?
DailyDialog,R3\guide_I23_conversation_J.txt,2,There are shuttles between the locations. Arizona Shuttle goes to Grand Canyon and Sedona and there is a shuttle called National Park Express that goes to Page where you can get a tour of Antelope Canyon or there are guided tours from Flagstaff by Grand Canyon Adventures. Also For Sedona there is Inspire Shuttle,we do have shuttles between these locations. arizona shuttle goes to grand canyon and sedona and we have the national park express that goes to page where you can get a tour of antelope canyon or we have guided tours from flagstaff by grand canyon adventures. i heard that inspire shuttle also does sedona,between the locations,between these locations
DailyDialog,R3\guide_I24_conversation_E.txt,6,There is a brochure in the Visitor Center that gives a small sample of the daytime exhibits.,the visitor center has a brochure that gives you a sample of the daytime exhibits.,there is ,there's 
DailyDialog,R3\guide_I24_conversation_E.txt,3,The Lowell Observatory has good exhibits for all ages. You can go to exhibits during the day and come back at night for the same price. On weekends they also have music family movies  and children activities at Heritage Square starting at 4:30,the lowell observatory has exhibits all ages enjoy. you can visit the exhibits during the day and come back later for the same price. on weekends we also have music family movies and activities that would entertain your children at heritage square starting at 4:30,good exhibits,exhibits
DailyDialog,R3\guide_I24_conversation_E.txt,6,There is a brochure in the Visitor Center that gives a small sample of the daytime exhibits.,the visitor center has a brochure that gives you a sample of the daytime exhibits.,small sample,sample
DailyDialog,R3\guide_I24_conversation_E.txt,3,The Lowell Observatory has good exhibits for all ages. You can go to exhibits during the day and come back at night for the same price. On weekends they also have music family movies  and children activities at Heritage Square starting at 4:30,the lowell observatory has exhibits all ages enjoy. you can visit the exhibits during the day and come back later for the same price. on weekends we also have music family movies and activities that would entertain your children at heritage square starting at 4:30,can go to exhibits,can visit the exhibits
DailyDialog,R3\guide_I24_conversation_E.txt,3,The Lowell Observatory has good exhibits for all ages. You can go to exhibits during the day and come back at night for the same price. On weekends they also have music family movies  and children activities at Heritage Square starting at 4:30,the lowell observatory has exhibits all ages enjoy. you can visit the exhibits during the day and come back later for the same price. on weekends we also have music family movies and activities that would entertain your children at heritage square starting at 4:30,at night,later
DailyDialog,R3\guide_I24_conversation_E.txt,3,The Lowell Observatory has good exhibits for all ages. You can go to exhibits during the day and come back at night for the same price. On weekends they also have music family movies  and children activities at Heritage Square starting at 4:30,the lowell observatory has exhibits all ages enjoy. you can visit the exhibits during the day and come back later for the same price. on weekends we also have music family movies and activities that would entertain your children at heritage square starting at 4:30,exhibits for all ages,exhibits all ages enjoy
DailyDialog,R3\guide_I24_conversation_E.txt,6,There is a brochure in the Visitor Center that gives a small sample of the daytime exhibits.,the visitor center has a brochure that gives you a sample of the daytime exhibits.,there's a brochure in the visitor center,the visitor center has a brochure
DailyDialog,R3\guide_I24_conversation_E.txt,6,There is a brochure in the Visitor Center that gives a small sample of the daytime exhibits.,the visitor center has a brochure that gives you a sample of the daytime exhibits.,that gives,that gives you
DailyDialog,R3\guide_I24_conversation_E.txt,3,The Lowell Observatory has good exhibits for all ages. You can go to exhibits during the day and come back at night for the same price. On weekends they also have music family movies  and children activities at Heritage Square starting at 4:30,the lowell observatory has exhibits all ages enjoy. you can visit the exhibits during the day and come back later for the same price. on weekends we also have music family movies and activities that would entertain your children at heritage square starting at 4:30,children activities,activities that would entertain your children
DailyDialog,R3\guide_I24_conversation_E.txt,3,The Lowell Observatory has good exhibits for all ages. You can go to exhibits during the day and come back at night for the same price. On weekends they also have music family movies  and children activities at Heritage Square starting at 4:30,the lowell observatory has exhibits all ages enjoy. you can visit the exhibits during the day and come back later for the same price. on weekends we also have music family movies and activities that would entertain your children at heritage square starting at 4:30,they also have music,we also have music
DailyDialog,R3\guide_I24_conversation_E.txt,4,When the sun goes down they have astronomers manning the telescopes. They close at 10 pm.,when the sun goes down astronomers gear the telescopes. i believe they close late at 10 pm.,they have astronomers manning,astronomers gear
DailyDialog,R3\guide_I24_conversation_E.txt,5,The tours are usually an hour and they have several throughout the day and evening.,the tours are usually an hour and there are several throughout the day and evening.,they have several throughout,there are several throughout
DailyDialog,R3\guide_I24_conversation_E.txt,2,Does your family enjoy outdoor activities such as hiking?,does your family enjoy outdoor fun such as hiking?,outdoor activities,outdoor fun
DailyDialog,R3\guide_I24_conversation_E.txt,4,When the sun goes down they have astronomers manning the telescopes. They close at 10 pm.,when the sun goes down astronomers gear the telescopes. i believe they close late at 10 pm.,close at 1,close late at 1
DailyDialog,R3\guide_I24_conversation_E.txt,4,When the sun goes down they have astronomers manning the telescopes. They close at 10 pm.,when the sun goes down astronomers gear the telescopes. i believe they close late at 10 pm.,they close late,i believe they close late
DailyDialog,R3\guide_I24_conversation_E.txt,3,The Lowell Observatory has good exhibits for all ages. You can go to exhibits during the day and come back at night for the same price. On weekends they also have music family movies  and children activities at Heritage Square starting at 4:30,the lowell observatory has exhibits all ages enjoy. you can visit the exhibits during the day and come back later for the same price. on weekends we also have music family movies and activities that would entertain your children at heritage square starting at 4:30,  , 
DailyDialog,R3\guide_I24_conversation_J.txt,3,you are welcome and yeah I would like to see them Too!,you're welcome and certainly i'd like to see them too!,you are ,you're 
DailyDialog,R3\guide_I24_conversation_J.txt,2,No they are not accessible. the tunnels are the basements of the downtown buildings many of the connections of the Building not longer exist. They were created to heat the buildings downtown. The Chinese Connection come in that during the second world war Asian Americans hid in them to escape persecution.,unfortunately those aren't accessible. the tunnels are now the basements of the downtown buildings many of the connections not longer exist. they were created to heat the buildings downtown. the chinese connection come in that during the second world war asian americans hid in them to escape persecution.,are not ,aren't 
DailyDialog,R3\guide_I24_conversation_J.txt,3,you are welcome and yeah I would like to see them Too!,you're welcome and certainly i'd like to see them too!,i would,i'd
DailyDialog,R3\guide_I24_conversation_J.txt,2,No they are not accessible. the tunnels are the basements of the downtown buildings many of the connections of the Building not longer exist. They were created to heat the buildings downtown. The Chinese Connection come in that during the second world war Asian Americans hid in them to escape persecution.,unfortunately those aren't accessible. the tunnels are now the basements of the downtown buildings many of the connections not longer exist. they were created to heat the buildings downtown. the chinese connection come in that during the second world war asian americans hid in them to escape persecution.,connections of the building,connections
